NOME_NEGOCIO,SETOR_ATIVIDADE,BAIRRO,CODIGO_CNAE,CIDADE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,CAMPO ALEGRE,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,RESTAURANTES E SIMILARES,PROGRESSO,5611201,CONSELHEIRO LAFAIETE
IRMAOS TEIXEIRA,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,FONTE GRANDE,4756300,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,EDIÇÃO DE LIVROS,CARIJOS,5811500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SAO JOAO,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS,CARIJOS,7721700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,CARIJOS,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS",SANTA EFIGENIA,8230001,CONSELHEIRO LAFAIETE
BORBA SERVICOS ODONTOLOGICOS,ATIVIDADE ODONTOLÓGICA,RECANTO DOS COLIBRIS,8630504,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE,PAULO VI,5229099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SAO JOAO,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,SAO DIMAS,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENTREGA RÁPIDA,SAO JOAO,5320202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,ALBINOPOLIS,4330404,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,CENTRO,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES VETERINÁRIAS,SANTA MATILDE,7500100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE,REZENDE,8299799,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,REZENDE,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,CACHOEIRA,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",PAULO VI,4930201,CONSELHEIRO LAFAIETE
SABARA MAKES,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",SAO SEBASTIAO,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SAO JOAO,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS ADVOCATÍCIOS,CAMPO ALEGRE,6911701,CONSELHEIRO LAFAIETE
MV ENGENHARIA,ADMINISTRAÇÃO DE OBRAS,CACHOEIRA,4399101,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇO DE MANEJO DE ANIMAIS,SAO SEBASTIAO,0162803,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",ROSARIO,2330399,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,LIMA DIAS,4330404,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,SANTA MARIA,4321500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,PROGRESSO,7319002,CONSELHEIRO LAFAIETE
WM CENTRO DE SAUDE E PERFORMACE,ATIVIDADES DE FISIOTERAPIA,PAULO VI,8650004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENGENHARIA,FONTE GRANDE,7112000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,SAO JOAO,4724500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,PAULO VI,4330404,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SANTA MATILDE,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",CACHOEIRA,5611204,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,CACHOEIRA,4774100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",PAULO VI,4712100,CONSELHEIRO LAFAIETE
PRISCILA NEVES NUTRICIONISTA,ATIVIDADES DE PROFISSIONAIS DA NUTRIÇÃO,CAMPO ALEGRE,8650002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE TATUAGEM E COLOCAÇÃO DE PIERCING,ALBERTINA,9609206,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,SAGRADO CORACAO DE JESUS,8599699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CONFECÇÃO DE PEÇAS DE VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA",SANTA MATILDE,1412601,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CARIJOS,4321500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS",SAO JOAO,4322301,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SAO JUDAS TADEU,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO DE MÚSICA,FONTE GRANDE,8592903,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",SANTA MATILDE,4713002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE CONSERVAS DE FRUTAS,ALBERTINA,1031700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,ROCHEDO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SAO JOAO,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,LAVANDERIAS,CENTRO,9601701,CONSELHEIRO LAFAIETE
X NANO & SCIENCE,SERVIÇOS DE ENGENHARIA,FONTE GRANDE,7112000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,PAULO VI,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,CENTRO,8599699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,SAO SEBASTIAO,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SAO JOAO,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,ROCHEDO,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ADMINISTRAÇÃO DE OBRAS,FONTE GRANDE,4399101,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",MUSEU,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",REAL DE QUELUZ,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,MOINHOS,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,SAGRADO CORACAO DE JESUS,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",REZENDE,5611205,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",CARIJOS,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS,EXPEDICIONARIOS,4789005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SAO JOAO,9511800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE,SAO JOAO,7729299,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,BELVEDERE,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",CARIJOS,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CONDOMÍNIOS PREDIAIS,CAMPO ALEGRE,8112500,CONSELHEIRO LAFAIETE
BABEL,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,SAO SEBASTIAO,4520001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CHAVEIROS,COPACABANA,9529102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SATELITE,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE BEBIDAS,GIGANTE,4723700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SION,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PERÍCIA TÉCNICA RELACIONADOS À SEGURANÇA DO TRABALHO,NOVO HORIZONTE,7119704,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,4729699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",BELLAVINHA,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA",LIMA DIAS,7420001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SAO SEBASTIAO,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,TRIANGULO,4781400,CONSELHEIRO LAFAIETE
PRAIO LOUNGE,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",CENTRO,5611205,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",NOVO HORIZONTE,4930202,CONSELHEIRO LAFAIETE
NAZARENO SPE,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CENTRO,4299599,CONSELHEIRO LAFAIETE
IMPORTADORA RMP,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,CACHOEIRA,4530701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,SANTA FE,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE",SANTA MATILDE,5912099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO",SAGRADO CORACAO DE JESUS,1340599,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,SANTA MATILDE,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,QUELUZ,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",PARQUE DAS ACACIAS,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,LIMA DIAS,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,APICULTURA,GAGE,0159801,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,ANGELICA,9511800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,TRIANGULO,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SANTA CRUZ,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,SANTA TEREZINHA,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",PROGRESSO,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",SAO SEBASTIAO,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,SAGRADO CORACAO DE JESUS,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,QUELUZ,4744099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,MANOEL DE PAULA,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,CENTRO,6462000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA ESPECIALIZADO DE PEÇAS E ACESSÓRIOS PARA APARELHOS ELETROELETRÔNICOS PARA USO DOMÉSTICO, EXCETO INFORMÁTICA E COMUNICAÇÃO",CENTRO,4757100,CONSELHEIRO LAFAIETE
CM MANGUEIRAS HIDRAULICAS E CONEXOES,COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS,SAO JOAO,4744003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",ANGELICA,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DIVERSOS NÃO ESPECIFICADOS ANTERIORMENTE,ARCADIA,3299099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CARGA E DESCARGA,JARDIM CANADA,5212500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",CHAPADA,4929902,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",CENTRO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SION,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,MORRO DA MINA,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,SANTA MATILDE,8599699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",REZENDE,9602501,CONSELHEIRO LAFAIETE
MARI FERREIRA ESTETICA AVANCADA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,OURO VERDE,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,LOURDES,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SANTA MATILDE,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE CALÇADOS,ANGELICA,4782201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,ANGELICA,9430800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CONDOMÍNIOS PREDIAIS,CENTRO,8112500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORMAÇÃO DE CONDUTORES,CAMPO ALEGRE,8599601,CONSELHEIRO LAFAIETE
WANDA DECORACOES,COMÉRCIO VAREJISTA DE TECIDOS,CENTRO,4755501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS",SAO SEBASTIAO,4511102,CONSELHEIRO LAFAIETE
TRANSCOP,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",PAULO VI,4929902,CONSELHEIRO LAFAIETE
ACOUGUE DO DATINHO,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,SAO JOAO,4722901,CONSELHEIRO LAFAIETE
PONTO DA SORTE LOTERIA,CASAS LOTÉRICAS,CENTRO,8299706,CONSELHEIRO LAFAIETE
W W LOCACOES,"LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR",BARREIRA,7719599,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),SAO SEBASTIAO,4784900,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,LAVANDERIAS,AMARO RIBEIRO,9601701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE",SAO SEBASTIAO,6622300,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE EQUIPAMENTOS PARA SINALIZAÇÃO E ALARME,PROGRESSO,2790202,CONSELHEIRO LAFAIETE
SAED MATERIAIS DE CONSTRUCAO,"FABRICAÇÃO DE ARTEFATOS DE CERÂMICA E BARRO COZIDO PARA USO NA CONSTRUÇÃO, EXCETO AZULEJOS E PISOS",DISTRITO INDUSTRIAL,2342702,CONSELHEIRO LAFAIETE
CONS LAFAIETE FARMCIA POPULAR,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",CENTRO,4771701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,BARREIRA,4520001,CONSELHEIRO LAFAIETE
AQUARELA TINTAS,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,CENTRO,4741500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CENTRO,4520001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CONSTRUÇÃO DE EDIFÍCIOS,CENTRO,4120400,CONSELHEIRO LAFAIETE
MARMORARIA DEL REY,"APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS",SANTA MATILDE,2391503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE TECIDOS,CENTRO,4755501,CONSELHEIRO LAFAIETE
TRANSPORTADORA ELPA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SAO DIMAS,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CENTRO,4110700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO FUNDAMENTAL,CAMPO ALEGRE,8513900,CONSELHEIRO LAFAIETE
CASA JARDIM,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,4744005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO ATACADISTA DE FRUTAS, VERDURAS, RAÍZES, TUBÉRCULOS, HORTALIÇAS E LEGUMES FRESCOS",CENTRO,4633801,CONSELHEIRO LAFAIETE
INFORCOOP LTDA,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,SAO DIMAS,9430800,CONSELHEIRO LAFAIETE
CFC AUTO NIVEL,FORMAÇÃO DE CONDUTORES,ANGELICA,8599601,CONSELHEIRO LAFAIETE
CLEUZA MARIA TAVEIRA COSTA-ME,COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA,CENTRO,4783101,CONSELHEIRO LAFAIETE
JORNAL DA CIDADE LAFAIETE & REGIAO,AGÊNCIAS DE NOTÍCIAS,SAO JOAO,6391700,CONSELHEIRO LAFAIETE
MATER LIMPE,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS,CENTRO,4789005,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE TÊXTEIS, VESTUÁRIO, CALÇADOS E ARTIGOS DE VIAGEM",CENTRO,4616800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE PERÍCIA TÉCNICA RELACIONADOS À SEGURANÇA DO TRABALHO,CAMPO ALEGRE,7119704,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",CENTRO,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE,JD AMERICA,8299799,CONSELHEIRO LAFAIETE
FRIGO CENTER,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,ANGELICA,4722901,CONSELHEIRO LAFAIETE
"ASSISTEC - CONSULTORIA, ASSESSORIA E REPRESENTACOES",ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA NÃO ESPECIFICADAS ANTERIORMENTE,CENTRO,7119799,CONSELHEIRO LAFAIETE
